Kam se lokalizira bolečina iz ...?|<ul class="toggle" id="492cbb43-c4b2-4810-b5db-706c9a7d361e"><li><details open=""><summary>... požiralnika</summary><ul class="bulleted-list" id="b373c9aa-05f6-4d5a-909b-0bf9aea525f6"><li>levo polovico prsnega koša in levo zgornjo ekstremiteto</li></ul></details></li></ul><ul class="toggle" id="bbb53737-d6b2-485d-9483-3320f4b932dd"><li><details open=""><summary>... želodca</summary><ul class="bulleted-list" id="bace9787-d12c-4204-9158-dd481236538a"><li>projekcija želodca na koži</li></ul></details></li></ul><ul class="toggle" id="7222eeae-cff1-42e4-9232-9fd11644b354"><li><details open=""><summary>... jeter</summary><ul class="bulleted-list" id="17c8e1d7-f783-4882-88d0-537538c2835f"><li>malo nižje in malo bolj medialno od položaja jeter</li></ul></details></li></ul><ul class="toggle" id="3e5626a2-a87d-4ff4-bc76-a5be555cb50d"><li><details open=""><summary>... pilorusa</summary><ul class="bulleted-list" id="6085b00c-2590-46b9-af2f-c56066e3dff2"><li>5 cm nad popek</li></ul></details></li></ul><ul class="toggle" id="a58688a2-6aa7-4b8b-b958-231f7448abc7"><li><details open=""><summary>... slepiča in tankega črevesja</summary><ul class="bulleted-list" id="3afa912a-cdbe-41b8-8b25-9b12133733e3"><li>umbilikus</li></ul></details></li></ul><ul class="toggle" id="da7e26c3-15de-46fd-b803-a8a28e2f487e"><li><details open=""><summary>... debelega črevesja</summary><ul class="bulleted-list" id="9b9e98c2-a253-402e-a34e-71089998a1d7"><li>inferiorno od umbilikusa</li></ul></details></li></ul><ul class="toggle" id="4d2c97dd-ec43-4b00-9e64-ab7ccfc8ee56"><li><details open=""><summary>... leve in desne ledvice</summary><ul class="bulleted-list" id="cfe5567b-0482-4988-8794-ce148747f8be"><li>Na vsako stran od tam, kjer bi bolel izvor iz debelega črevesja → lateralno in inferiorno od popka</li></ul></details></li></ul><ul class="toggle" id="8611cc7e-d10b-4ad8-a4b8-a6504a6708d6"><li><details open=""><summary>... uretra</summary><ul class="bulleted-list" id="c2e0ef95-4b81-4426-8b23-c9db28ed6944"><li>Področje ingvinalega kanala</li></ul></details></li></ul>
Kako ločimo vrste bolečine glede na mehanizem nastanka?|<ul class="bulleted-list" id="419704e3-5219-4ebe-93ff-eb655a9c7df0"><li>Nevrogena<ul class="bulleted-list" id="58e2f005-d189-4ba9-9a58-ab930fc1fde9"><li>Centralna</li></ul><ul class="bulleted-list" id="6e6a86fb-e3f9-4bb8-b469-f5d9af70a189"><li>Periferna</li></ul></li></ul><ul class="bulleted-list" id="f6da5070-1da3-4d4e-b896-ec1e4b025061"><li>Psihogena</li></ul>
Kaj so vzroki za hiperalgezijo?|<ul class="bulleted-list" id="083cc104-fbb7-4230-b5c3-db4e2d7d1076"><li>Facilitacija senzorike</li></ul>
Kateri trije tipi receptorjev zaznavajo temperaturo?|<ul class="bulleted-list" id="96f999c3-8789-4911-8707-d78d536cf79e"><li>Receptorji za toploto</li></ul><ul class="bulleted-list" id="9333294a-cc8e-43cb-acc3-164d68d61a51"><li>Receptorji za bolečino</li></ul>
Katerih receptorjev je več?|
Katero področje na telesu ima največjo gostoto receptorjev za temperaturo?|
Po katerih senzoričnih vlaknih se posreduje informacija od receptorjev za hladno in toplo?|<ul class="bulleted-list" id="a2b34ee7-1843-4f73-bd34-2d5befb7cfc8"><li>Toplo → C</li></ul>
Kolikšna je kapaciteta adaptacije receptorjev?|
Kakšen je mehanizem zaznave sprememb v temperaturi?|<ul class="bulleted-list" id="a3ee6022-7b1b-4074-b816-cfa40f28dd67"><li>Zaznavanje sprememb v biokemiji znotraj celice.</li></ul>
Kako se prenaša aferentna informacija do hrbtenjače?|
Kakšna je gradacija temperature ob odpovedi somatosenzorične skorje?|
Kateri predeli možganov sodelujejo pri delovanju vidnega sistema?|
Kaj nam pove lomni količnik?|
Kolikšna je vrednost za zrak in steklo?|
Kaj je gorišče?|
Kaj pa goriščna razdalja?|
Ali žarki pri konkavni leči konvergirajo ali divergirajo?|
Kako je goriščna razdalja povezana z optično močjo leče?|
Od česa je odvisna optična moč leče?|<ul class="bulleted-list" id="b35f39ef-b993-445d-b13a-3f02bb8f7d43"><li>Lomnih količnikov leče in okolice</li></ul>
Kako se spremeni goriščna razdalja, če je vir svetlobe bližje konveksni leči?|
Kaj je lomna moč leče?|<ul class="bulleted-list" id="3666139e-db7f-40bd-aaf8-560157c7ee6f"><li>🔼 lom žarkov → 🔼 lomna moč , 🔽 goriščna razdalja</li></ul><ul class="toggle" id="f5bddb5b-cb4e-4cb8-a1b2-f4b4d0a6d55a"><li><details open=""><summary>Kaj je enota za lomno moč leče?</summary><ul class="bulleted-list" id="a7d27809-cd34-46de-8f38-522a45b6aa84"><li>Diopter = 1/goriščna razdalja v metrih</li></ul></details></li></ul><ul class="toggle" id="a4f94424-9549-4980-a831-9e25b3f168ec"><li><details open=""><summary>Kako določimo lomno moč konkavne leče?</summary><ul class="bulleted-list" id="1e6efb00-8082-4294-93e1-39f7190273d6"><li>Ker ima "virtualno" goriščno razdaljo pred lečo, gledamo, kot da je dioptrija negativna → f = -1m —&gt; -1D</li></ul></details></li></ul>
Kaj je enota za lomno moč leče?|
Kako določimo lomno moč konkavne leče?|
Kolikšna je skupna lomna moč očesa?|
Kaj sestavlja dioptrični aparat očesa?|
Pri kakšnem gledanju je lomna moč očesa največja?|
Kolikšen je nek normalen razpon akomodacijske moči očesa?|
Kolikšne so okvirne vrednosti lomnih količnikov posameznih delov dioptričnega aparata?|<figure class="image" id="453fc4a1-1176-4779-95a4-7d39666a4c7c"><a href="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled.png"><img src="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled.png" style="width:362px"/></a></figure>
Zakaj je pri sproščenem m. ciliaris leča najbolj ravna?|
Kako je oživčen m. ciliaris?|
Kako razdelimo fibrae zonulares?|<ul class="bulleted-list" id="83cbaa23-06e1-4405-abcd-e97977d0b46c"><li>Fibrae meridionales</li></ul>
V kakšnem stanju so fibrae zonulares pri gledanju na daleč?|
Kako imenujemo starostno izgubo akomodacijske moči?|
Zakaj kontraktirana zenica omogoča globinski vid?|<figure class="image" id="176f548b-b6a8-4778-9678-1ed907939fb1"><a href="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled%201.png"><img src="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled%201.png" style="width:358px"/></a></figure>
Med katerimi premeri variira zenica?|
Kaj je razlika med daljiščem in bližiščem?|
Kako je to povezano z akomodacijsko močjo?|
Kolikšno je takrat približno daljišče in bližišče?|
Vzroki?|<ol class="numbered-list" id="6520e10f-3aa2-4d7d-866f-746b41bf4b67" start="2"><li>Preslaba lomna moč sistema leč</li></ol>
Kje nastane slika?|
Zakaj se bližišče oddalji od očesa?|
Kako se popravlja?|
Ali se akomodacijska moč očesa spremeni?|<ul class="bulleted-list" id="f515036c-3cd5-482b-9233-feec2e9d9063"><li>Zmanjša se, ker tudi pri gledanju na deleč porabimo del akomodacijske moči za opazovanje predmetov.</li></ul>
Vzroki?|<ol class="numbered-list" id="2f64a995-88ae-41ec-912f-dc310fa9504b" start="2"><li>Prevelika lomna moč sistema leč</li></ol>
Kako se spremenita daljišče in bližišče?|
Ali se spremeni akomodacijska moč?|<ul class="bulleted-list" id="ff9bc786-241e-42d8-bb89-a36bb512480f"><li>Ker se tako daljišče in bližišče približata, je akomodacijska moč ostala enaka.</li></ul><ul class="bulleted-list" id="7e735153-2187-4485-961e-63ffcf46e1c7"><li>Intuitvno si lahko razložimo, da leča še vedno lahko pride do maksimalne konveksnosti, samo na krajši razdalji kot prej. Leča lahko pride tudi do maksimalne konkavnosti kot prej, vendar bo daljišče manjše, ker imajo ostali deli dioptričnega aparata toliko večjo lomnost.</li></ul>
Kaj se spremeni?|
Kdaj se pojavi?|
Kako se spremeni daljišče in bližišče?|
Kako se pa to stanje razlikuje od ostalih?|
Vzrok?|
Kako se ga popravlja?|
Kako se popravlja?|<ul class="bulleted-list" id="6fe5b758-601e-4208-8685-cec5caf71295"><li>Ker jih drži površinska napetost solz in ker je lomni indeks solz in cornee enak, se z uporabo kontaktnih leč izničijo vse nepravilnosti cornee.</li></ul>
Kaj se dogaja?|
Kolikšen je premer čepnic v fovei centralis?|
Kolikšna je resolucija predmetov v fovei centralis?|<ul class="bulleted-list" id="7e7b2cb5-2769-4ad5-a63e-9c1eddb0dbfb"><li>1 kotna minuta, lahko je celo 25 kotnih sekund</li></ul>
Koliko znaša premer fovee centralis?|
Kako delujejo Snellove tabele?|<ul class="bulleted-list" id="ad009b22-e15e-4304-9ed1-7da72f7d176f"><li>Na podlagi sposobnosti posameznika, da razloči detajle, mu odčitamo ostrino vida.</li></ul>
Kaj je paralaksa?|
Kako deluje globinski vid?|
Kolikšna je medzenična razdalja?|
Kako deluje oftalmoskop?|<figure class="image" id="224b2d68-5f6b-4f90-a9f1-7afcf89b458a"><a href="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled%202.png"><img src="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled%202.png" style="width:469px"/></a></figure><p class="" id="3d3dc3d8-875f-4d3d-b782-ee3f650b4f87">
</p>
Kje se tvori prekatna vodica?|
Kako se tvori prekatna vodica?|<ul class="bulleted-list" id="35f96e21-439e-4cd0-ba12-4118ff41b55a"><li>Sledi klor in bikarbonat</li></ul><ul class="bulleted-list" id="4de2db2b-2961-438b-b70f-a77ea92e289b"><li>Sledi voda</li></ul>
Kolikšen je intraokularni tlak?|
Kaj je glavkom?|
Kako poteka filtriranje signala vidnih poti?|<ul class="bulleted-list" id="91cfddeb-18de-4e2e-beda-2349a26710ea"><li>Lateralna inhibicija</li></ul>
Kaj pomeni, da je organizacija vzdolž vseh ravni prevajanja informacij retinotopična?|
V katerem sloju retine se nahajajo fotoreceptorji?|<ul class="toggle" id="6d0b10b0-bded-4a33-99cd-dad79c8a35ac"><li><details open=""><summary>Kaj je funkcija te plasti?</summary><ul class="bulleted-list" id="7f19f984-02cf-4d93-8a70-6742e6dce7e3"><li>Preprečuje razpršitev svetlobe.</li></ul></details></li></ul>
Kaj je funkcija te plasti?|
Zakaj albini slabše vidijo?|
Kateri vitamin se shranjuje v pigmentni plasti?|
Kakšno je razmerje med številom paličic in čepkov?|
Kateri fotoreceptorji imajo večji premer?|
Kako se razlikuje premer čepnic v fovei centralis od ostalih čepnic?|<ul class="bulleted-list" id="40e7855e-35c2-4105-bcef-25e521b88885"><li>Drugje: 5 - 8 mikrometrov</li></ul>
Kaj je razlika med rumeno pego in foveo centralis?|
Kako se fovea centralis razlikuje od ostalih delov retine?|<ul class="bulleted-list" id="0e39fe26-bd73-4fc8-834e-1e110b5378ea"><li>Ni paličnic, samo 1.5 mikrometra debele čepnice.</li></ul><ul class="bulleted-list" id="aa3e4da7-6b4a-43e4-9e97-79371f12200a"><li>Ni ganglijskih celic.</li></ul><ul class="bulleted-list" id="4c9a9dd2-36e7-4bd8-8e99-6b866f695c60"><li>Plasti mrežnice so tanjše.</li></ul><ul class="bulleted-list" id="3d510182-1548-45f7-8656-9fe602173572"><li>🔼 ostrina vida, ker ni razpršitve svetlobe</li></ul>
Kako se imenuje na svetlobo občutljiv del paličnic in čepnic?|<ul class="bulleted-list" id="65897c2f-852e-4d0a-b70e-53d403f6980b"><li>Čepnice → fotopsin</li></ul>
Iz česa sta zgrajena fotopsin in rodopsin?|
Kateri del fotopsina oziroma rodopsina je občutljiv na svetlobo?|
Kaj se zgodi, ko foton zadane 11-cis retinal?|
Kakšna je vloga vitamina A?|
Kako poteka transdukcija signala v paličnicah?|<ol class="numbered-list" id="3f4aa8da-5ad9-4724-a4bd-6db54f6e6195" start="1"><li>Svetloba aktivira rodopsin (metarodopsin II), ki aktivira transducin (G-protein).</li></ol><ol class="numbered-list" id="e4e1c315-4b6b-48f7-acfd-d9ad2c801dfd" start="2"><li>Transducin → aktivacija fosfodiesteraze → razgradnja cGMP → zaprtje natrijevih kanalov → hiperpolarizacija (-40 mV → -70,-80 mV)</li></ol>
Kako lahko hiperpolarizacija fotoreceptorjev stimulira bipolarke?|
Kolikšen receptorski potencial povzroči en foton, ki zadane paličnico?|
Koliko manj občutljive so čepnice od paličnic?|
Kaj je adaptacija fotoreceptorjev?|<ul class="bulleted-list" id="899abab0-8973-4ac8-8484-e5b8f542417d"><li>Več svetlobe → manjša odzivnost</li></ul>
V kolikšnem času se oko adaptira na visoko intenzivnost svetlobe?|
Kako poteka proces adaptacije na svetlobo?|<ol class="numbered-list" id="e4deab48-1167-428b-9614-9ebc716e7c0c" start="2"><li>Zenica se zoža.</li></ol><ol class="numbered-list" id="35eba2f0-4fb7-4a57-bfa0-1eef18b3d94e" start="3"><li>Adaptacija nevronov.</li></ol>
Kako poteka proces adaptacije na temo?|<ol class="numbered-list" id="73e7f9ce-a756-4ec6-aeb6-89b2b45087b7" start="2"><li>Širjenje zenice</li></ol><ol class="numbered-list" id="ee90527b-4a5c-44a2-ac3f-7e9c39bc076c" start="3"><li>Nevralna adaptacija (ojačanje signala - modulacija z bipolarkami, horizontalkami, amakrinkami in ganglijskimi celicami.</li></ol>
Zakaj imamo tri vrste fotopsinov?|
Kako možgani interpretirajo barvo na podlago absorpcije fotopsinov?|
Kakšno barvo intepretirajo možgani, če so enako vzdražene vse tri vrste čepnic?|
Kako se preverja barvna slepota?|
S katerimi celicami sinapsirajo paličnice in čepki?|<ul class="bulleted-list" id="7376f8cd-190c-4a37-a7db-b25c24c153e0"><li>→ horizontalke</li></ul>
S katerimi celicami sinapsirajo horizontalke?|
S katerimi celicami sinapsirajo bipolarke?|<ul class="bulleted-list" id="7a15a502-a8cd-4150-8400-8fedb61bfd3e"><li>→ ganglijske celica</li></ul>
S katerimi celicami sinapsirajo amakrinke?|<ul class="bulleted-list" id="74f60226-0faf-43ec-a644-2e0fcf8583f9"><li>→ druge amakrinke</li></ul>
Kako torej poteka celotna pot prenosa informacije od fotoreceptorjev do n. opticusa?|<ul class="bulleted-list" id="9a9112b4-7af7-4463-9ba0-0b40f0a8ef00"><li>Tisto v oklepajih ni nujno, večinoma pa je.</li></ul>
S katerim nevrotransmiterjem se posreduje informacija med fotoreceptorji, bipolarkami in ganglijskimi celicami?|
Kje se nahajajo horizontalne in amakrine celice?|<ul class="bulleted-list" id="ff2da0f1-73f2-4511-ad88-b0f08a678531"><li>Amakrine celice v notranji zrnati plasti</li></ul>
Na katerih celicah mrežnice prvič nastane akcijski potencial?|
Kakšen je output horizontalnih celic?|
Kaj je rezultat lateralne inhibicije celic v mrežnici?|
Katere celice mrežnice so odgovorne za lateralno inhibicijo?|<ul class="bulleted-list" id="9ffbdd09-ca27-4a35-910d-75ef93b0de10"><li>Amakrinke</li></ul>
Katere vrste bipolarnih celic obstajajo?|<ul class="bulleted-list" id="1be9995f-3922-4229-9980-8e3e5fb24e73"><li>Hiperpolarizacijske</li></ul>
Kakšne vrste receptorjev za vezavo glutamata imajo depolarizacijske in hiperpolarizacijske bipolarke?|<ul class="bulleted-list" id="ef702c96-ba7f-4346-9657-87ab17a0f6b2"><li>Hiperpolarizacijske: ionotropni receptor</li></ul>
Kakšne vrste receptorjev imajo horizontalne celice?|
Kdaj se vzdražijo amakrine celice?|
Kakšne vrste signalov torej zaznavajo amakrine celice?|
Kaj je glavni razlog, da je ganglijskih celic samo slaba dva milijona?|<ul class="toggle" id="6c75b34b-921c-47cf-9ea4-89eee54d72f0"><li><details open=""><summary>Kaj je posledica konvergence?</summary><ul class="bulleted-list" id="3af568c1-57c2-46f4-98d5-eeb23a884b45"><li>🔽 ostrina vida</li></ul></details></li></ul>
Kaj je posledica konvergence?|
Kolikšno je razmerje med paličnicami in ganglijskimi celicami ter čepnicami in ganglijskimi celicami?|<ul class="bulleted-list" id="203614dd-324a-48ad-a8dd-a76e522dc86f"><li>2:1 = Č:G</li></ul>
Katere so vrste ganglijskih celic in kaj zaznavajo?|<ul class="bulleted-list" id="74eaf614-7c30-4772-905d-9bb2b1b7e8df"><li>W - skotopičen vid ob slabi osvetlitvi, veliko receptivno polje</li></ul><ul class="bulleted-list" id="747b0f7a-2d13-416a-972d-a64abee3ea5c"><li>X - fotopičen vid, majhno receptivno polje</li></ul><ul class="bulleted-list" id="3f188b5c-2613-4d1b-b0d3-78f1eeb8e3f6"><li>Y - veliko receptivno polje, nenadne spremembe osvetlitve</li></ul><hr id="0f8b8a61-9f5a-4c30-ab2a-41e01ef23b29"/><p class="" id="180d6253-d943-4be2-bdf6-b1cabfae0d79"> 2.  klasifikacija</p><ul class="bulleted-list" id="a2c1a09c-3050-4270-8b4a-72c790a9f52c"><li>M (Magnocelularne) → majhen kontrast, premiki, črno-belo → sloji I in II</li></ul><ul class="bulleted-list" id="3699956c-b94a-406a-abf2-cd984ecda110"><li>P (Parvocelularne) → velik kontrast, barvni vid, detajli → sloji III in IV</li></ul><ul class="bulleted-list" id="3e53d4c1-c845-474b-be27-2aa5f5ddd82c"><li>Ganglijske celice z melanopsinom</li></ul><ul class="toggle" id="0c06a8b3-ba8b-4d02-8a9f-bc96b3ed6d90"><li><details open=""><summary>Zakaj jih imenujemo tako?</summary></details></li></ul><ul class="toggle" id="e7b1d66c-4cec-4ced-932c-30571ac6ba9e"><li><details open=""><summary>Kaj je funkcija zadnje navedenih?</summary><figure id="b4cf0dcc-ccb7-4da0-97e8-8d8c5d15d1eb"><a class="bookmark source" href="https://www.youtube.com/watch?time_continue=6&amp;v=DHpCBmq_z60&amp;feature=emb_logo"><div class="bookmark-info"><div class="bookmark-text"><div class="bookmark-title">2-Minute Neuroscience: Suprachiasmatic Nucleus</div><div class="bookmark-description">The suprachiasmatic nuclei (SCN) are thought to be involved with maintaining circadian rhythms, or biological patterns that follow a 24-hour cycle. To accomp...</div></div><div class="bookmark-href"><img class="icon bookmark-icon" src="https://s.ytimg.com/yts/img/favicon-vfl8qSV2F.ico"/>https://www.youtube.com/watch?time_continue=6&amp;v=DHpCBmq_z60&amp;feature=emb_logo</div></div><img class="bookmark-image" src="https://i.ytimg.com/vi/DHpCBmq_z60/maxresdefault.jpg"/></a></figure></details></li></ul>
Zakaj jih imenujemo tako?|
Kaj je funkcija zadnje navedenih?|
Kako se kodira informacija po aksonih ganglijskih celic?|<ul class="toggle" id="a000aa80-0b8c-4890-b281-bce02b4d4e9a"><li><details open=""><summary>Kako se spremeni frekvenca proženja AP ob vidnem stimulusu?</summary><p class="" id="2f5423de-30a8-45df-8298-63c259377cad">
</p><figure class="image" id="613a4c36-691d-40b4-9091-1985ec5d5711"><a href="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled%205.png"><img src="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled%205.png" style="width:452px"/></a></figure></details></li></ul>
Kolikšna je bazalna frekvenca proženja AP ganglijskih celic?|
Kako se spremeni frekvenca proženja AP ob vidnem stimulusu?|<figure class="image" id="613a4c36-691d-40b4-9091-1985ec5d5711"><a href="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled%205.png"><img src="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled%205.png" style="width:452px"/></a></figure>
Kateri mehanizem deluje močneje pri ganglijskih celicah, odgovornih za kontrast?|<ul class="bulleted-list" id="52aeb4e5-9efe-4d5a-8cd3-de42108d7213"><li>Centralne celice so direktno ekscitirane, periferne celice so v temi. Periferne celice takrat ne ekscitirajo horizontalnih celic, kar ne inhibira centralnih bipolarnih celic → kontrast.</li></ul>
Kako poteka vzdraženje ganglijskih celic na posamezne barve čepnic?|
Kaj je razlika med optičnim živcem in optičnim traktom?|
Aksoni ganglijskih celic katerega dela vidnega polja se v optični kiazmi križajo?|
Kje poteka preklop med nevronom drugega in tretjega reda?|
Kako imenujemo progo, po kateri se posredujejo aksoni tretjega nevrona?|
Kje se nahaja primarna vidna skorja?|
Kateri so štirje starejši predeli možganov, ki se izzovejo z vidnimi signali?|<ol class="numbered-list" id="e39c8971-4836-4413-9da7-f6e26a332ba7" start="2"><li>Pretektalna jedra mezencefalona → zenični refleksi za svetlobo, refleks fokusiranja oči na objekt, ki je v naravi pomemben</li></ol><ol class="numbered-list" id="296f3c7e-c33b-4945-9ef0-9b389ea64dd8" start="3"><li>Colliculus superior → hiter, nenaden premik oči</li></ol><ol class="numbered-list" id="5bb51719-4840-49e7-b4d6-8959c3cb05ea" start="4"><li>Ventralno lateralno genikulatno jedro talamusa</li></ol><figure id="984d82fc-2426-4e52-8bdf-b6273de0da5d"><a class="bookmark source" href="https://mmegias.webs.uvigo.es/02-english/2-organos-a/guiada_o_a_03sentidos.php"><div class="bookmark-info"><div class="bookmark-text"><div class="bookmark-title">Atlas of plant and animal histology</div><div class="bookmark-description">In this page, we are going to deal with structures and systems responsible for fetching information coming from outside the animal body, the environment. These systems are normally known as senses. Although we will discuss them in other pages related to other animal organs, we give here a more detailed description.</div></div><div class="bookmark-href">https://mmegias.webs.uvigo.es/02-english/2-organos-a/guiada_o_a_03sentidos.php</div></div><img class="bookmark-image" src="https://mmegias.webs.uvigo.es/02-english/2-organos-a/imagenes/sentidos-ojo-cornea.png"/></a></figure>
Kaj je razlika med dorzalnim in ventralnim genikulatnim jedrom talamusa?|
V katerem delu možganov se izzove zenični refleks na svetlobo?|
Kakšen gib je nenaden premik očes, ki ga izzovejo colliculi superiores?|
Kateri sloji dorzalnega lateralnega genikulatnega jedra talamusa dobi informacije iz posameznih delov retine?|<ul class="bulleted-list" id="bea14cdd-a129-4a49-87dd-86de9e9b4e56"><li>Lamine I, IV in VI ← medialna polovica kontralateralne retine</li></ul>
Kateri deli možganov delujejo kot vratarji za dorzalno lateralno genikulatno jedro talamusa?|<ul class="bulleted-list" id="fa6fc027-203f-4f83-995a-891638bd9132"><li>Primarna vidna skorja</li></ul><ul class="bulleted-list" id="6da33a07-9904-490c-8607-3826251694b1"><li>Retikularna formacija mezencefalona.</li></ul>
Kam se projicira zgornji del mrežnice?|
Kolikokrat večjo zastopanost imajo makula kot nekateri periferni deli retine?|
Zakaj se primarni korteks imenuje tudi striatni korpus?|
Kje se nahaja sekundarni vidni korteks?|
Kaj je V-2?|<ul class="bulleted-list" id="1e0b9ad2-3da3-4929-9381-323a29d03f97"><li>Skoraj vsi vidni signali po procesiranju v primarni vidni skorji, gredo tu čez.</li></ul>
Koliko slojev ima neokorteks nasplošno?|<ol class="numbered-list" id="cdd37fc8-4f8b-4b5f-b968-70a0a3e5acc4" start="2"><li>Zunanja zrnata plast</li></ol><ol class="numbered-list" id="b977ab26-1425-4f00-b1fa-01ee9ca65d25" start="3"><li>Zunanja piramidna plast</li></ol><ol class="numbered-list" id="fcb84fbb-95ab-41c3-a8e4-dea77780a885" start="4"><li>Notranja zrnata plast</li></ol><ol class="numbered-list" id="a90f5755-532f-4b66-94bb-e58061dba041" start="5"><li>Notranja piramidna plast</li></ol><ol class="numbered-list" id="26e1bbd7-5218-4c96-a3b8-284240e995dc" start="6"><li>Multiformna plast</li></ol>
Koliko slojev ima primarna vidna skorja?|
V katerem sloju primarne vidne skorje terminirajo tretji nevroni, ki se preklopijo iz aksonov ganglijskih celic M in P?|<ul class="bulleted-list" id="ac0363f5-1aac-4ae5-bad8-8b94f65bf9c2"><li>P → IVcbeta, IVa</li></ul><p class="" id="e8e06aa5-47e5-47c4-9c37-d6dc9007e38d">
</p><figure class="image" id="e9322012-8c78-4d8f-8f94-c3a83e69f557"><a href="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled%207.png"><img src="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled%207.png" style="width:296px"/></a></figure>
Od kod pride informacija na sosednje stolpce?|<ul class="bulleted-list" id="e14c8b4f-483a-49f1-b349-225b5c191582"><li><em>Vmes pa so posebni stolpci za posamezne barve.</em></li></ul>
Kakšne vrste analiz potekajo na vidni skorji?|<ul class="toggle" id="fd561c55-c4a5-4263-84ee-49bc9775c5cf"><li><details open=""><summary>Analiza detajlov in barve</summary><ul class="bulleted-list" id="e8bbc3e6-2f65-4ee3-a0f3-16150d146896"><li>Inferiorni del temporalnega in okcipitalnega korteksa</li></ul><ul class="bulleted-list" id="50ff947f-bdca-45bc-8c9f-401de24677d0"><li>Prepoznava črk, teksture površin in barve</li></ul><ul class="bulleted-list" id="f9ad4010-c584-4a92-bf93-b6e26add6598"><li>Pomen predmetov</li></ul></details></li></ul>
Kakšne vidne zaznave so najbolj kortikalno stimulirane?|<p class="" id="b744da10-25c3-4c97-b78d-969ca7484442">
</p><figure class="image" id="058c9715-4311-4711-9df5-95debf7cbb78"><a href="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled%2010.png"><img src="Vid%203082a9a3734b47349ef0adab64eb12a7/Untitled%2010.png" style="width:413px"/></a></figure>
Kaj je razlika med enostavnimi in kompleksnimi celicami?|<ul class="bulleted-list" id="5ad4f9d8-a7cf-48ad-b221-40ff03cd043b"><li>Kompleksne celice se ne nahajajo v IV. sloju.</li></ul>
Kako se zaznava barv razlikuje od zaznave monokroma?|<ul class="bulleted-list" id="fbadad17-a46b-4273-af30-253758d185c1"><li>Prav tako se zaznavajo kontrasti med barvami</li></ul><ul class="bulleted-list" id="c0dc801a-4014-46b7-9ee5-3f394321e8b3"><li>Tudi tukaj imajo enostavne in kompleksne celice enako funkcijo.</li></ul>
Kaj bi se zgodilo, če bi prišlo do odpovedi primarne vidne skorje?|<ul class="bulleted-list" id="1e265ef3-d05f-413c-a546-0daa3ac957ea"><li>Lahko bi ostala percepcija svetlobe, grobega premikanja in določenih refleksov.</li></ul>
Kaj je perimetrija?|
Čemu je podobno vidno polje očesa?|
Kaj je skotom?|
Kako so inervirane mišiče za premik očesa?|<ul class="bulleted-list" id="52f4d6d5-0e88-48d5-abfe-728efb8ec964"><li>M. obliquus superior → CN IV (trochlearis)</li></ul><ul class="bulleted-list" id="937a55f6-ac3f-404e-98fd-684e6f806947"><li>Vsi ostali - CN III (oculomotorius)</li></ul>
Kaj je funkcija fasciculus longitudinalis medialis?|
S katerimi progami in jedri poteka nadzor očesnih gibov?|<ul class="bulleted-list" id="9f1a4e81-b6ef-49a6-a81e-43209e19893f"><li>Okcipitokolikularna proga</li></ul><ul class="bulleted-list" id="4ddd1bee-46aa-4a25-b3a0-8a12c498dfd9"><li>Vestibularna jedra možganskega debla</li></ul><ul class="bulleted-list" id="5a3e65e0-980c-460d-a1bd-cd8bed8b8eae"><li>Frontotektalna proga (prostovoljna fiksacija oči)</li></ul><ul class="bulleted-list" id="c69e3d86-01aa-4efd-93cc-232568674438"><li><strong><em>Prve dve so neprostovoljne, zadnja je prostovoljna.</em></strong></li></ul>
Iz katerega dela možganov izhaja zavestna fiksacija pogleda?|
Kaj se zgodi v primeru izpada premotoričnega korteksa?|
Kaj se zgodi v primeru izpada sekundarnega vidnega korteksa?|<ul class="bulleted-list" id="6a0f811b-d124-4762-bec1-05f89e22618b"><li>Nezmožnost fiksacije očes.</li></ul>
Kako se aktivira proces fiksacije očesa na predmet?|
Kateri so trije tipi premikov očesa?|<ol class="numbered-list" id="23c76dde-7f46-4915-8307-d10254e0c21b" start="2"><li>Počasen zdrs proti robu fovee</li></ol><ol class="numbered-list" id="090b1933-4e85-4eba-a8ac-8d3786b8574f" start="3"><li>Hiter refleksen zasuk, da se slika vrne na sredino fovee.</li></ol>
Koliko sakad na sekundo lahko človek naredi?|
Kaj se dogaja med posamezno sakado?|
Koliko časa traja?|<ul class="bulleted-list" id="adbbb25c-c37f-423b-a8f4-2d6d5df5c1e9"><li>Nato se oči navadijo na bolj zvezno premikanje.</li></ul>
